TARIF,ACCES_PMR,GESTIONNAIRE,LOC,TYPE,LAT,LONG
gratuit,Oui,Paris,3  RUE DE MONTREUIL 75011.0,SANISETTE,48.850431570799614,2.3840379632151385
gratuit,Oui,Paris,face au 170 AVENUE LEDRU ROLLIN 75011.0,SANISETTE,48.85704278201932,2.3793514782140166
gratuit,Oui,Paris,151  BOULEVARD VINCENT AURIOL 75013.0,SANISETTE,48.832713522967,2.3615805510960683
gratuit,Oui,Paris,70  BOULEVARD JOURDAN 75014.0,SANISETTE,48.82262985130539,2.328856513435701
gratuit,Non,Paris,SQUARE VIOLET 75015.0,TOILETTES,48.844292287340586,2.2891995647697234
gratuit,Oui,Paris,SQUARE PIERRE-ADRIEN DALPAYRAT 75015.0,TOILETTES,48.83776398633028,2.313031069862712
gratuit,Non,Paris,SQUARE EMMANUEL FLEURY 75020.0,TOILETTES,48.869910698557405,2.4110869136134663
gratuit,Non,Paris,SQUARE VAN VOLLENHOVEN 75012.0,TOILETTES,48.834706801799896,2.406786549937932
gratuit,Oui,Paris,SQUARE MONSEIGNEUR MAILLET 75019.0,TOILETTES,48.87669393559697,2.3931583823685254
gratuit,Oui,Paris,PARC DES BUTTES CHAUMONT 75019.0,TOILETTES,48.882377973295455,2.382779015108048
gratuit,Non,Paris,SQUARE DES SAINTS-SIMONIENS - MENILMONTANT 75020.0,TOILETTES,48.8708534006859,2.396969579365494
gratuit,Non,Paris,SQUARE ALEX BISCARRE 75009.0,TOILETTES,48.87858749857325,2.336728381553658
gratuit,Oui,Paris,BOIS DE VINCENNES - PLATEAU DE SAINT-MANDE 75012.0,TOILETTES,48.84310448292203,2.420418982190452
gratuit,Non,Paris,JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR 75005.0,URINOIR FEMME,48.848303082096535,2.359059981372502
gratuit,,Paris,Boulevard Arago 75014.0,WC PUBLICS PERMANENTS,48.83468779460271,2.3408276922295355
gratuit,Oui,Paris,face au 57 BOULEVARD LEFEBVRE 75015.0,SANISETTE,48.830961567192446,2.2918340857566566
gratuit,Oui,Paris,face au 200 RUE DE LA CONVENTION 75015.0,SANISETTE,48.83718929817781,2.296801972420026
gratuit,Oui,Paris,face au 6 RUE DESNOUETTES 75015.0,SANISETTE,48.83604524670522,2.2934177769483286
gratuit,Oui,Paris,101  BOULEVARD DE MONTMORENCY 75016.0,SANISETTE,48.8483316153724,2.2605336150734368
gratuit,Oui,Paris,8 RUE COQUILLIERE 75001.0,SANISETTE,48.863289898304444,2.343502404915637
gratuit,Oui,Paris,35 RUE D'ALSACE 75010.0,SANISETTE,48.87867050061784,2.3585432983440064
gratuit,Oui,Paris,84 BOULEVARD VOLTAIRE 75011.0,SANISETTE,48.86057661085113,2.3745988243549156
gratuit,Oui,Paris,face au 36 RUE LEIBNIZ 75018.0,SANISETTE,48.896429139789866,2.3346274255529527
gratuit,Oui,Paris,296  RUE DES PYRENEES 75020.0,SANISETTE,48.871931093994846,2.392052330778927
gratuit,Oui,Paris,BOULEVARD MORTIER 75020.0,SANISETTE,48.875944318964045,2.4069893470423627
gratuit,Oui,Paris,25  BOULEVARD DE LA VILLETTE 75010.0,SANISETTE,48.87348074198408,2.37528176990251
gratuit,Oui,Paris,face au 4 AVENUE CLAUDE VELLEFAUX 75010.0,SANISETTE,48.872315075210196,2.369583030462243
gratuit,Oui,Paris,face au 28 RUE DU GENERAL GUILHEM 75011.0,SANISETTE,48.86230061990073,2.3790513927528196
gratuit,Oui,Paris,58  AVENUE DE LA REPUBLIQUE 75011.0,SANISETTE,48.86489721503484,2.376082810937389
gratuit,Oui,Paris,18  RUE ERARD 75012.0,SANISETTE,48.845592298253614,2.3849164360974444
gratuit,Oui,Paris,8  RUE DE LYON 75012.0,SANISETTE,48.84745150202467,2.37177589149407
gratuit,Oui,Paris,79  BOULEVARD KELLERMANN 75013.0,SANISETTE,48.819969758397754,2.3477269320555765
gratuit,Oui,Paris,61  BOULEVARD DE LA VILLETTE 75010.0,SANISETTE,48.87619604525084,2.3721835445606665
gratuit,Oui,Paris,12  PLACE DE LA REPUBLIQUE 75010.0,SANISETTE,48.86839539424431,2.363409140558088
gratuit,Non,Paris,SQUARE HELOISE ET ABELARD 75013.0,TOILETTES,48.831220695011346,2.3698547770852607
gratuit,Non,Paris,SQUARE DU CARDINAL WYSZINSKI 75014.0,TOILETTES,48.83654537380638,2.316402806531695
gratuit,Oui,Paris,JARDIN DE L'HOPITAL SAINTE-PERINE 75016.0,TOILETTES,48.84381761455925,2.268511280811586
gratuit,Non,Paris,JARDIN DE L'HOPITAL SAINTE-PERINE 75016.0,TOILETTES,48.84388177705817,2.268623313467747
gratuit,Oui,Paris,SQUARE DE LA RUE CHARLES HERMITE 75018.0,TOILETTES,48.89989642935981,2.366573419652228
gratuit,Non,Paris,PARC DES BUTTES CHAUMONT 75019.0,TOILETTES,48.88106418436492,2.387309056086508
gratuit,Non,Paris,SQUARE DES MISSIONS ETRANGERES 75007.0,TOILETTES,48.85240888634458,2.324502934107625
gratuit,Oui,Paris,199  AVENUE DU MAINE 75014.0,SANISETTE,48.82961024511326,2.3263079060218033
gratuit,Oui,Paris,83  RUE DESNOUETTES 75015.0,SANISETTE,48.83462852331886,2.284141147850295
gratuit,Oui,Paris,6  BOULEVARD PASTEUR 75015.0,SANISETTE,48.84473649708047,2.3110142464028285
gratuit,Oui,Paris,face au 41 RUE DES MORILLONS 75015.0,SANISETTE,48.83312572463117,2.2994986792906738
gratuit,Oui,Paris,170  AVENUE DE VERSAILLES 75016.0,SANISETTE,48.83985538119863,2.2630781408913743
gratuit,Oui,Paris,9  QUAI LOUIS BLERIOT 75016.0,SANISETTE,48.85083039519224,2.2778909899782995
gratuit,Oui,Paris,64  AVENUE DE LA GRANDE ARMEE 75017.0,SANISETTE,48.87692989046236,2.2859503097570175
gratuit,Oui,Paris,face au 118 BOULEVARD DE CLICHY 75018.0,SANISETTE,48.8843823956645,2.3302749974414314
gratuit,Oui,Paris,PLACE DES ABBESSES nan,SANISETTE,48.884530709513804,2.338685892541593
gratuit,Oui,Paris,43  BOULEVARD BARBES 75018.0,SANISETTE,48.88849413840531,2.349430631664718
gratuit,Oui,Paris,11  RUE FRANCIS DE CROISSET 75018.0,SANISETTE,48.899388215542245,2.3444579980601805
gratuit,Oui,Paris,AVENUE DE LA PORTE DE CLIGNANCOURT 75018.0,SANISETTE,48.9011330331849,2.344441605047738
gratuit,Oui,Paris,44  RUE BERGER nan,SANISETTE,48.86234030275965,2.3422032218291124
gratuit,Oui,Paris,QUAI DE GESVRES nan,SANISETTE,48.856486160078234,2.3497964639684517
gratuit,Oui,Paris,32  AVENUE GEORGE V nan,SANISETTE,48.868840348754716,2.3012200811935104
gratuit,Oui,Paris,8  PLACE LEON BLUM 75011.0,SANISETTE,48.85831317893598,2.3802426669536034
gratuit,Oui,Paris,3  RUE MAURICE NOGUES 75014.0,SANISETTE,48.826231659312086,2.305343756075017
gratuit,Oui,Paris,65  QUAI DE VALMY 75010.0,SANISETTE,48.87136893708937,2.3650131550286178
gratuit,Oui,Paris,PARC DES BUTTES CHAUMONT 75019.0,TOILETTES,48.88182476781304,2.383640963547957
gratuit,Oui,Paris,SQUARE LEON SERPOLLET 75018.0,TOILETTES,48.89225644637532,2.3391013151326487
gratuit,Oui,Paris,PARC DE BELLEVILLE 75020.0,TOILETTES,48.87045899659526,2.385561771177437
gratuit,Oui,Paris,SQUARE THOMAS JEFFERSON 75016.0,TOILETTES,48.86776558683861,2.2947040750311705
gratuit,Oui,Paris,SQUARE D'ANVERS 75009.0,TOILETTES,48.88238662258446,2.344132955956091
gratuit,Non,Paris,SQUARE ARISTIDE CAVAILLE-COLL 75010.0,TOILETTES,48.87832751275092,2.35212188202011
gratuit,Oui,Paris,JARDIN D'EOLE - AIRE DE JEUX 75018.0,TOILETTES,48.888348037389356,2.3661571088182436
gratuit,Oui,Paris,JARDIN D'EOLE - TERRAIN DE BASKET 75018.0,TOILETTES,48.88664454218721,2.365012494883851
gratuit,Non,Paris,SQUARE ALAIN BASHUNG 75018.0,TOILETTES,48.88506257518371,2.356093168659292
gratuit,Non,Paris,SQUARE DU TEMPLE 75003.0,TOILETTES,48.86428649147141,2.3604997475942593
gratuit,Non,Paris,Parc Rives de Seine 75001.0,WC PUBLICS PERMANENTS,48.85831632949923,2.3427224946732728
gratuit,Oui,Paris,face au 231 RUE RAYMOND LOSSERAND 75014.0,SANISETTE,48.82794450370339,2.3056540427590932
gratuit,Oui,Paris,face au 7 RUE LA QUINTINIE 75015.0,SANISETTE,48.83923304249819,2.306332691603665
gratuit,Oui,Paris,face au 40 RUE RENE BOULANGER 75010.0,SANISETTE,48.8683183389778,2.3608778432995554
gratuit,Oui,Paris,face au 51 PLACE ALBERT KAHN 75018.0,SANISETTE,48.895774734607485,2.3460006044594537
gratuit,Oui,Paris,131  RUE D AVRON 75020.0,SANISETTE,48.85331628203856,2.409258092200668
gratuit,Oui,Paris,90  BOULEVARD DE SEBASTOPOL nan,SANISETTE,48.86601791753035,2.3525443661897376
gratuit,Oui,Paris,36  BOULEVARD DE SEBASTOPOL nan,SANISETTE,48.861537352383735,2.3500308570315873
gratuit,Oui,Paris,14  RUE SAINT MARTIN nan,SANISETTE,48.858200967363395,2.349797594005608
gratuit,Oui,Paris,8  RUE JEAN CALVIN nan,SANISETTE,48.8416407780507,2.348691572286761
gratuit,Oui,Paris,1  AVENUE RICHERAND 75010.0,SANISETTE,48.87183853334346,2.3654655903410577
gratuit,Oui,Paris,164  BOULEVARD VOLTAIRE 75011.0,SANISETTE,48.85564376523424,2.38355339725316
gratuit,Oui,Paris,18  AVENUE JEAN AICARD 75011.0,SANISETTE,48.86569698373071,2.3809585996248357
gratuit,Oui,Paris,179  AVENUE DAUMESNIL 75012.0,SANISETTE,48.840525428672,2.392040374875127
gratuit,Oui,Paris,2  BOULEVARD JOURDAN 75014.0,SANISETTE,48.81898671945179,2.34433502420897
gratuit,Oui,Paris,23  RUE DU DEPART 75014.0,SANISETTE,48.84217571141368,2.3231649832198995
gratuit,Oui,Paris,116  QUAI DE JEMMAPES 75010.0,SANISETTE,48.87492457138504,2.3636496993403733
gratuit,Non,Paris,SQUARE FLORENCE BLUMENTHAL 75013.0,TOILETTES,48.82749838275663,2.367317874534179
gratuit,Non,Paris,SQUARE DU CHANOINE VIOLLET 75014.0,TOILETTES,48.8313476109017,2.3205317615891627
gratuit,Non,Paris,PARC ANDRE CITROEN 75015.0,TOILETTES,48.84174621728004,2.2761964394647434
gratuit,Non,Paris,BOIS DE BOULOGNE - PARC DE BAGATELLE - ORANGERIE 75016.0,TOILETTES,48.86844303067456,2.2457185498316936
gratuit,Oui,Paris,JARDIN DEBERGUE-RENDEZ-VOUS 75012.0,TOILETTES,48.84657173098482,2.4039110707095728
gratuit,Non,Paris,JARDINS DU TROCADERO 75016.0,TOILETTES,48.862588523356806,2.289051200983527
gratuit,Non,Paris,SQUARE DE LA RUE BAYEN 75017.0,TOILETTES,48.88215739534307,2.290614026007785
gratuit,Oui,Paris,JARDIN DE LA RUE GINETTE NEVEU 75018.0,TOILETTES,48.900016901607415,2.345035089551902
gratuit,Non,Paris,JARDIN VILLEMIN 75010.0,TOILETTES,48.87495187562732,2.3605865877739634
gratuit,Oui,Paris,PARC DE BERCY 75012.0,TOILETTES,48.83398319424073,2.3824713993952864
gratuit,Non,Paris,SQUARE DE LA RUE LEON FRAPIE 75020.0,TOILETTES,48.87242040371037,2.412143699957275
gratuit,Oui,Paris,JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN CENTRAL 75013.0,TOILETTES,48.82961671975898,2.379618715998577
gratuit,Non,Paris,JARDIN DE LA DALLE FOUGERE 75020.0,TOILETTES,48.87218012240723,2.412431784164808
gratuit,Oui,Paris,COULEE VERTE RENE DUMONT - PROMENADE DE LA RUE DU SAHEL 75012.0,TOILETTES,48.841005858981525,2.4022052949342276
gratuit,Non,Paris,JARDIN JAMES JOYCE 75013.0,TOILETTES,48.836321686226896,2.373750809302066
gratuit,Oui,Paris,147  RUE VERCINGETORIX 75014.0,SANISETTE,48.83257405441342,2.311419179565337
gratuit,Oui,Paris,face au 19 RUE LEON LHERMITTE 75015.0,SANISETTE,48.84286484165984,2.297810540412148
gratuit,Oui,Paris,face au 22 PLACE DUPLEIX 75015.0,SANISETTE,48.85104533855425,2.2951225802537207
gratuit,Oui,Paris,2  RUE JACQUES KELLNER 75017.0,SANISETTE,48.89583555740396,2.3280407633416678
gratuit,Oui,Paris,opposé au 94 RUE JEAN HENRI FABRE 75018.0,SANISETTE,48.901061167312136,2.3355374393632724
gratuit,Oui,Paris,face au 3 RUE MARCEL SEMBAT 75018.0,SANISETTE,48.899016851977834,2.33769097705436
gratuit,Oui,Paris,opposé au 35 RUE BOINOD 75018.0,SANISETTE,48.894130055640744,2.3517628650661773
gratuit,Oui,Paris,25  AVENUE DE FLANDRE 75019.0,SANISETTE,48.8857730296856,2.3703659880496173
gratuit,Oui,Paris,69  AVENUE DE FLANDRE 75019.0,SANISETTE,48.888695362745985,2.373924071910594
gratuit,Oui,Paris,AVENUE FRANKLIN D ROOSEVELT nan,SANISETTE,48.87014131314519,2.3101609181601725
gratuit,Oui,Paris,RUE VIGNON nan,SANISETTE,48.87252784014988,2.3265304464708967
gratuit,Oui,Paris,44  BOULEVARD MALESHERBES nan,SANISETTE,48.87435840225736,2.320451685354317
gratuit,Oui,Paris,BOULEVARD DE ROCHECHOUART nan,SANISETTE,48.882709085896316,2.343497799728155
gratuit,Oui,Paris,8  PLACE JACQUES BONSERGENT 75010.0,SANISETTE,48.8710936939782,2.36098426518001
gratuit,Oui,Paris,face au 113 BOULEVARD VOLTAIRE 75011.0,SANISETTE,48.857188156526306,2.3809564924568405
gratuit,Oui,Paris,282  BOULEVARD VOLTAIRE 75011.0,SANISETTE,48.84958044775067,2.3936632083961156
gratuit,Oui,Paris,133  BOULEVARD DE CHARONNE 75011.0,SANISETTE,48.85749370656371,2.3924513613234244
gratuit,Oui,Paris,opposé au 3 RUE DE L ABBE SOULANGE BODIN 75014.0,SANISETTE,48.83548610047364,2.317797978892912
gratuit,Oui,Paris,98  BOULEVARD ARAGO 75014.0,SANISETTE,48.834735549474466,2.336803885060249
gratuit,Oui,Paris,179  QUAI DE VALMY 75010.0,SANISETTE,48.88016342714386,2.3673178205106837
gratuit,Oui,Paris,PARC DE CHOISY 75013.0,TOILETTES,48.827829639059495,2.3617356155766807
gratuit,Non,Paris,SQUARE DE LA RUE JEAN DUNAND (ZAC BAUDRICOURT) 75013.0,TOILETTES,48.823048021231,2.3643766979383063
gratuit,Oui,Paris,SQUARE NICOLE DE HAUTECLOCQUE 75015.0,TOILETTES,48.85258139102268,2.293571433539884
gratuit,Oui,Paris,SQUARE DE LA RUE RENE BINET 75018.0,TOILETTES,48.899535275674594,2.3382332781104793
gratuit,Oui,Paris,JARDIN MARIA VERONE 75018.0,TOILETTES,48.897104575300425,2.3358751815764123
gratuit,Non,Paris,SQUARE SEVERINE 75020.0,TOILETTES,48.86626191584978,2.4097626284528997
gratuit,Non,Paris,SQUARE RUES BELLEVILLE - TELEGRAPHE 75020.0,TOILETTES,48.875194891123265,2.399293408514617
gratuit,Non,Paris,JARDIN DE L'HOSPICE DEBROUSSE 75020.0,TOILETTES,48.862359830386104,2.4069931381734215
gratuit,Oui,Paris,JARDIN D'EOLE - ESPLANADE 75018.0,TOILETTES,48.8860364099231,2.365850908359651
gratuit,Non,Paris,BOIS DE BOULOGNE - PARC DE BAGATELLE - GRILLE DE SEVRES 75016.0,TOILETTES,48.87056564529141,2.2461755788083884
gratuit,Non,Paris,JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR 75005.0,URINOIR,48.8476257789993,2.3604302166803377
gratuit,Non,Paris,Sous le pont Louis Philippe 75004.0,WC PUBLICS PERMANENTS,48.85420227463654,2.354644393586068
gratuit,Oui,Paris,4  RUE DU COMMANDANT RENE MOUCHOTTE 75015.0,SANISETTE,48.8399779389822,2.3214109225080213
gratuit,Oui,Paris,BOULEVARD MURAT 75016.0,SANISETTE,48.84223492178067,2.256178234666151
gratuit,Oui,Paris,135  AVENUE DE CLICHY 75017.0,SANISETTE,48.89080735250064,2.3196701030695888
gratuit,Oui,Paris,opposé au 22 BOULEVARD DES BATIGNOLLES 75017.0,SANISETTE,48.88309755113287,2.325230210633042
gratuit,Oui,Paris,74  AVENUE DE SAINT OUEN 75018.0,SANISETTE,48.89193708249992,2.3271840142740987
gratuit,Oui,Paris,96  BOULEVARD BARBES 75018.0,SANISETTE,48.89143639044488,2.3497411441355602
gratuit,Oui,Paris,PLACE DE LA CHAPELLE 75018.0,SANISETTE,48.88464490930497,2.359098476818927
gratuit,Oui,Paris,BOULEVARD D ALGERIE 75019.0,SANISETTE,48.880680241510866,2.4004087938674723
gratuit,Oui,Paris,RUE CESARIA EVORA 75019.0,SANISETTE,48.89769666177365,2.3774698258746425
gratuit,Oui,Paris,face au 148 BOULEVARD DE MENILMONTANT 75020.0,SANISETTE,48.86675503488674,2.383389726625513
gratuit,Oui,Paris,AVENUE DU PROFESSEUR ANDRE LEMIERE 75020.0,SANISETTE,48.85833811315611,2.4147151114105845
gratuit,Oui,Paris,3  RUE SORBIER 75020.0,SANISETTE,48.8684257392606,2.3898886443887415
gratuit,Oui,Paris,1  RUE BELGRAND 75020.0,SANISETTE,48.864920416418464,2.399823703089333
gratuit,Oui,Paris,107  RUE RAMBUTEAU nan,SANISETTE,48.86274833004129,2.3463926621024074
gratuit,Oui,Paris,79  BOULEVARD DU TEMPLE nan,SANISETTE,48.86355463067629,2.366305527110087
gratuit,Oui,Paris,6  QUAI DE GESVRES nan,SANISETTE,48.856486160078234,2.3497964639684517
gratuit,Oui,Paris,41  BOULEVARD BOURDON nan,SANISETTE,48.8526426890932,2.368356693963534
gratuit,Oui,Paris,9  AVENUE DES GOBELINS nan,SANISETTE,48.83795209152188,2.351186507903939
gratuit,Oui,Paris,face au 7 BOULEVARD DE MENILMONTANT 75011.0,SANISETTE,48.85881749412743,2.3893212202570404
gratuit,Oui,Paris,face au 48 BOULEVARD VOLTAIRE 75011.0,SANISETTE,48.86338089367277,2.371039582240022
gratuit,Oui,Paris,4  BOULEVARD DIDEROT 75012.0,SANISETTE,48.84528888185513,2.369251752524021
gratuit,Oui,Paris,opposé au 16 PLACE DE LA NATION 75012.0,SANISETTE,48.84744480307578,2.395482550580249
gratuit,Oui,Paris,face au 1 BOULEVARD DE REUILLY 75012.0,SANISETTE,48.83894041055916,2.3895729379343194
gratuit,Oui,Paris,RUE CLISSON 75013.0,SANISETTE,48.829376228032494,2.3653014793666163
gratuit,Oui,Paris,BOULEVARD ARAGO 75013.0,SANISETTE,48.83496155198776,2.3463699074489357
gratuit,Oui,Paris,53  BOULEVARD SAINT MARCEL 75013.0,SANISETTE,48.837911595474374,2.3556459725821877
gratuit,Oui,Paris,87  AVENUE D ITALIE 75013.0,SANISETTE,48.82394344207883,2.3581268048166164
gratuit,Oui,Paris,88  AVENUE DU MAINE 75014.0,SANISETTE,48.83811061304954,2.3223383620513456
gratuit,Oui,Paris,95  BOULEVARD DE PORT ROYAL 75014.0,SANISETTE,48.838270229702346,2.3418057664472203
gratuit,Oui,Paris,63  AVENUE DU GENERAL LECLERC 75014.0,SANISETTE,48.82896483276907,2.327979589558433
gratuit,Oui,Paris,2  RUE DES ECLUSES SAINT MARTIN 75010.0,SANISETTE,48.876238731757724,2.368177603725199
gratuit,Oui,Paris,face au 182 RUE DU FAUBOURG SAINT MARTIN 75010.0,SANISETTE,48.878147412171884,2.3616456904320775
gratuit,Oui,Paris,PARC MONTSOURIS 75014.0,TOILETTES,48.82227702606083,2.336591567464137
gratuit,Oui,Paris,SQUARE DE LA RUE DE CHATILLON 75014.0,TOILETTES,48.82795466104957,2.322543511934719
gratuit,Non,Paris,SQUARE DE L'OISEAU LUNAIRE 75015.0,TOILETTES,48.842135463891644,2.3055881743078164
gratuit,Oui,Paris,SQUARE BOUCICAUT 75007.0,TOILETTES,48.85111943871574,2.3256456425088223
gratuit,Oui,Paris,SQUARE MONTHOLON 75009.0,TOILETTES,48.87722013771023,2.3467356432359514
gratuit,Oui,Paris,SQUARE DES DEUX NETHES 75018.0,TOILETTES,48.88565854413966,2.327515102674248
gratuit,Non,Paris,JARDIN ILAN HALIMI (ANC. RUE DE FECAMP - MICHEL BIZOT) 75012.0,TOILETTES,48.83625106997376,2.4011909467705785
gratuit,Non,Paris,JARDIN BRASSAI 75013.0,TOILETTES,48.828587086078144,2.349436628957498
gratuit,Oui,Paris,36  RUE DE LA CHARBONNIERE 75018.0,SANISETTE,48.88410387025656,2.352186422605598
gratuit,Oui,Paris,23  RUE LAMBERT 75018.0,SANISETTE,48.889063914793674,2.3451542761026407
gratuit,Oui,Paris,RUE HENRI HUCHARD 75018.0,SANISETTE,48.898997853477596,2.3341640886753074
gratuit,Oui,Paris,face au 3 BOULEVARD NEY 75018.0,SANISETTE,48.89877331075297,2.3692981281477135
gratuit,Oui,Paris,1  RUE DE LA BONNE 75018.0,SANISETTE,48.88736179846098,2.343545156427324
gratuit,Oui,Paris,6  PLACE DE LA PORTE DE BAGNOLET 75020.0,SANISETTE,48.86412097368338,2.408985779271119
gratuit,Oui,Paris,RUE COQUILLIERE nan,SANISETTE,48.8635474009773,2.3424722986932665
gratuit,Oui,Paris,17  AVENUE VICTORIA nan,SANISETTE,48.857970439927115,2.346535672660025
gratuit,Oui,Paris,face au 34 RUE DU GRENIER SAINT LAZARE nan,SANISETTE,48.8630936107319,2.3527177147335756
gratuit,Oui,Paris,115  RUE SAINT MARTIN nan,SANISETTE,48.86052384157859,2.3511711256542633
gratuit,Oui,Paris,4  RUE POLIVEAU nan,SANISETTE,48.8403933177024,2.3612732635708595
gratuit,Oui,Paris,face au 4 BOULEVARD RICHARD LENOIR 75011.0,SANISETTE,48.853983171388194,2.3697001838311302
gratuit,Oui,Paris,PLACE DE LA BASTILLE 75011.0,SANISETTE,48.85331060980803,2.370072634439651
gratuit,Oui,Paris,26  BOULEVARD DE REUILLY 75012.0,SANISETTE,48.83916534421364,2.392302587363353
gratuit,Oui,Paris,1  RUE EMILE LEVASSOR 75013.0,SANISETTE,48.82124040430335,2.369013887547498
gratuit,Oui,Paris,face au 32 BOULEVARD EDGAR QUINET 75014.0,SANISETTE,48.84047147744345,2.3268312111018647
gratuit,Oui,Paris,11  PLACE DE LA BATAILLE DE STALINGRAD 75010.0,SANISETTE,48.88357327133696,2.3687424642685415
gratuit,Oui,Paris,5  RUE DE MAZAGRAN 75010.0,SANISETTE,48.87049160141798,2.3513780148175054
gratuit,Non,Paris,SQUARE HENRI CADIOU 75013.0,TOILETTES,48.83447425994399,2.3425014153332793
gratuit,Non,Paris,PARC ANDRE CITROEN 75015.0,TOILETTES,48.8420964537002,2.2752968073391773
gratuit,Non,Paris,JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR 75005.0,URINOIR,48.84699411929912,2.3615979627373864
gratuit,Non,Paris,SQUARE DE LA ROQUETTE 75011.0,TOILETTES,48.85998930823249,2.384662193346416
gratuit,Oui,Paris,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT 75018.0,TOILETTES,48.89324524823646,2.3464251103905993
gratuit,Oui,Paris,SQUARE MARIE CURIE 75013.0,TOILETTES,48.84118348892286,2.363377117758928
gratuit,Non,Paris,Parc Rives de Seine 75004.0,WC PUBLICS PERMANENTS,48.8573418185966,2.3461220503761466
gratuit,Oui,Paris,26  PLACE ETIENNE PERNET 75015.0,SANISETTE,48.84258937721881,2.292137239974756
gratuit,Oui,Paris,73  QUAI BRANLY 75015.0,SANISETTE,48.8572621090066,2.291104558604043
gratuit,Oui,Paris,face au 5 PLACE DU COMMERCE 75015.0,SANISETTE,48.845378213876145,2.2921824678562546
gratuit,Oui,Paris,109  BOULEVARD DE SEBASTOPOL nan,SANISETTE,48.86681987649092,2.3527266506130737
gratuit,Oui,Paris,37  RUE DU LOUVRE nan,SANISETTE,48.8674378410879,2.3438209928812315
gratuit,Oui,Paris,37  BOULEVARD DES CAPUCINES nan,SANISETTE,48.870058233825205,2.329345376568483
gratuit,Oui,Paris,123  RUE SAINT ANTOINE nan,SANISETTE,48.85530319788792,2.360419701884549
gratuit,Oui,Paris,123  RUE SAINT JACQUES nan,SANISETTE,48.84781204558067,2.3439878240330754
gratuit,Oui,Paris,2  PLACE JOFFRE nan,SANISETTE,48.854301176148155,2.305083210870264
gratuit,Oui,Paris,12  PLACE GEORGES GUILLAUMIN nan,SANISETTE,48.87477424791767,2.303210664567427
gratuit,Oui,Paris,45  BOULEVARD DE ROCHECHOUART nan,SANISETTE,48.882709085896316,2.343497799728155
gratuit,Oui,Paris,20  BOULEVARD SAINT MARTIN 75010.0,SANISETTE,48.868999656313925,2.3561732757321483
gratuit,Oui,Paris,54  BOULEVARD DE PICPUS 75012.0,SANISETTE,48.84368377089712,2.4018852062099447
gratuit,Oui,Paris,face au 18 AVENUE DU GENERAL LECLERC 75014.0,SANISETTE,48.83234245020399,2.3309407500304644
gratuit,Oui,Paris,145  BOULEVARD DE MAGENTA 75010.0,SANISETTE,48.88224462938898,2.3505342288843942
gratuit,Oui,Paris,RUE DU FAUBOURG DU TEMPLE 75011.0,SANISETTE,48.868029196720336,2.3653202953346275
gratuit,Non,Paris,SQUARE FERDINAND BRUNOT 75014.0,TOILETTES,48.83229243383418,2.32688024224376
gratuit,Non,Paris,JARDIN DES POETES 75016.0,TOILETTES,48.84762442808565,2.2566635083638613
gratuit,Non,Paris,JARDIN CLAIRE MOTTE 75017.0,TOILETTES,48.89189723480619,2.304142774509969
gratuit,Non,Paris,SQUARE PAUL LANGEVIN 75005.0,TOILETTES,48.84815530354401,2.349373393516293
